Concurso,Data,D/SEMAN,1º PRÊMIO,S 1º,MC 1º,MC P/I 1º,P/I 1º,D 1º,D P/I 1º,GP 1º,GP P/I 1º,BICHO 1º,2º PRÊMIO,S 2º,MC 2º,MC P/I 2º,P/I 2º,D 2º,D P/I 2º,GP 2º,GP P/I 2º,BICHO 2º,3º PRÊMIO,S 3º,MC 3º,MC P/I 3º,P/I 3º,D 3º,D P/I 3º,GP 3º,GP P/I 3º,BICHO 3º,4º PRÊMIO,S 4º,MC 4º,MC P/I 4º,P/I 4º,D 4º,D P/I 4º,GP 4º,GP P/I 4º,BICHO 4º,5º PRÊMIO,S 5º,MC 5º,MC P/I 5º,P/I 5º,D 5º,D P/I 5º,GP 5º,GP P/I 5º,BICHO 5º
2740,1991-09-28,sábado,5873,"[5,8,7,3]",58,"[I,P]","[I,P,I,I]",73,"[I,I]",19,IMPAR,PAVÃO,5166,"[5,1,6,6]",51,"[I,I]","[I,I,P,P]",66,"[P,P]",17,IMPAR,MACACO,2086,"[2,0,8,6]",20,"[P,P]","[P,P,P,P]",86,"[P,P]",22,PAR,TIGRE,3568,"[3,5,6,8]",35,"[I,I]","[I,I,P,P]",68,"[P,P]",17,IMPAR,MACACO,3224,"[3,2,2,4]",32,"[I,P]","[I,P,P,P]",24,"[P,P]",06,PAR,CABRA
2741,1991-09-29,domingo,6285,"[6,2,8,5]",62,"[P,P]","[P,P,P,I]",85,"[P,I]",22,PAR,TIGRE,2122,"[2,1,2,2]",21,"[P,I]","[P,I,P,P]",22,"[P,P]",06,PAR,CABRA,2242,"[2,2,4,2]",22,"[P,P]","[P,P,P,P]",42,"[P,P]",11,IMPAR,CAVALO,7279,"[7,2,7,9]",72,"[I,P]","[I,P,I,I]",79,"[I,I]",20,PAR,PERU,999,"[0,9,9,9]",09,"[P,I]","[P,I,I,I]",99,"[I,I]",25,IMPAR,VACA
2742,1991-10-05,sábado,7475,"[7,4,7,5]",74,"[I,P]","[I,P,I,I]",75,"[I,I]",19,IMPAR,PAVÃO,1923,"[1,9,2,3]",19,"[I,I]","[I,I,P,I]",23,"[P,I]",06,PAR,CABRA,5156,"[5,1,5,6]",51,"[I,I]","[I,I,I,P]",56,"[I,P]",14,PAR,GATO,3223,"[3,2,2,3]",32,"[I,P]","[I,P,P,I]",23,"[P,I]",06,PAR,CABRA,5820,"[5,8,2,0]",58,"[I,P]","[I,P,P,P]",20,"[P,P]",05,IMPAR,CACHORRO
2743,1991-10-09,quarta-feira,41,"[0,0,4,1]",00,"[P,P]","[P,P,P,I]",41,"[P,I]",11,IMPAR,CAVALO,6561,"[6,5,6,1]",65,"[P,I]","[P,I,P,I]",61,"[P,I]",16,PAR,LEÃO,8997,"[8,9,9,7]",89,"[P,I]","[P,I,I,I]",97,"[I,I]",25,IMPAR,VACA,9587,"[9,5,8,7]",95,"[I,I]","[I,I,P,I]",87,"[P,I]",22,PAR,TIGRE,443,"[0,4,4,3]",04,"[P,P]","[P,P,P,I]",43,"[P,I]",11,IMPAR,CAVALO
2744,1991-10-16,quarta-feira,1668,"[1,6,6,8]",16,"[I,P]","[I,P,P,P]",68,"[P,P]",17,IMPAR,MACACO,7354,"[7,3,5,4]",73,"[I,I]","[I,I,I,P]",54,"[I,P]",14,PAR,GATO,5513,"[5,5,1,3]",55,"[I,I]","[I,I,I,I]",13,"[I,I]",04,PAR,BORBOLETA,7892,"[7,8,9,2]",78,"[I,P]","[I,P,I,P]",92,"[I,P]",23,IMPAR,URSO,431,"[0,4,3,1]",04,"[P,P]","[P,P,I,I]",31,"[I,I]",08,PAR,CAMELO
2745,1991-10-19,sábado,1404,"[1,4,0,4]",14,"[I,P]","[I,P,P,P]",04,"[P,P]",01,IMPAR,AVESTRUZ,6637,"[6,6,3,7]",66,"[P,P]","[P,P,I,I]",37,"[I,I]",10,PAR,COELHO,3235,"[3,2,3,5]",32,"[I,P]","[I,P,I,I]",35,"[I,I]",09,IMPAR,COBRA,7378,"[7,3,7,8]",73,"[I,I]","[I,I,I,P]",78,"[I,P]",20,PAR,PERU,34,"[0,0,3,4]",00,"[P,P]","[P,P,I,P]",34,"[I,P]",09,IMPAR,COBRA
2746,1991-10-23,quarta-feira,3303,"[3,3,0,3]",33,"[I,I]","[I,I,P,I]",03,"[P,I]",01,IMPAR,AVESTRUZ,500,"[0,5,0,0]",05,"[P,I]","[P,I,P,P]",00,"[P,P]",00,PAR,VACA,8409,"[8,4,0,9]",84,"[P,P]","[P,P,P,I]",09,"[P,I]",03,IMPAR,BURRO,3656,"[3,6,5,6]",36,"[I,P]","[I,P,I,P]",56,"[I,P]",14,PAR,GATO,7968,"[7,9,6,8]",79,"[I,I]","[I,I,P,P]",68,"[P,P]",17,IMPAR,MACACO
2747,1991-10-26,sábado,9546,"[9,5,4,6]",95,"[I,I]","[I,I,P,P]",46,"[P,P]",12,PAR,ELEFANTE,2047,"[2,0,4,7]",20,"[P,P]","[P,P,P,I]",47,"[P,I]",12,PAR,ELEFANTE,6163,"[6,1,6,3]",61,"[P,I]","[P,I,P,I]",63,"[P,I]",16,PAR,LEÃO,7248,"[7,2,4,8]",72,"[I,P]","[I,P,P,P]",48,"[P,P]",12,PAR,ELEFANTE,4467,"[4,4,6,7]",44,"[P,P]","[P,P,P,I]",67,"[P,I]",17,IMPAR,MACACO
2748,1991-10-30,quarta-feira,699,"[0,6,9,9]",06,"[P,P]","[P,P,I,I]",99,"[I,I]",25,IMPAR,VACA,9919,"[9,9,1,9]",99,"[I,I]","[I,I,I,I]",19,"[I,I]",05,IMPAR,CACHORRO,7566,"[7,5,6,6]",75,"[I,I]","[I,I,P,P]",66,"[P,P]",17,IMPAR,MACACO,5970,"[5,9,7,0]",59,"[I,I]","[I,I,I,P]",70,"[I,P]",18,PAR,PORCO,7468,"[7,4,6,8]",74,"[I,P]","[I,P,P,P]",68,"[P,P]",17,IMPAR,MACACO
2749,1991-11-06,quarta-feira,9515,"[9,5,1,5]",95,"[I,I]","[I,I,I,I]",15,"[I,I]",04,PAR,BORBOLETA,8893,"[8,8,9,3]",88,"[P,P]","[P,P,I,I]",93,"[I,I]",24,PAR,VEADO,3466,"[3,4,6,6]",34,"[I,P]","[I,P,P,P]",66,"[P,P]",17,IMPAR,MACACO,4730,"[4,7,3,0]",47,"[P,I]","[P,I,I,P]",30,"[I,P]",08,PAR,CAMELO,2560,"[2,5,6,0]",25,"[P,I]","[P,I,P,P]",60,"[P,P]",15,IMPAR,JACARÉ
2750,1991-11-09,sábado,30,"[0,0,3,0]",00,"[P,P]","[P,P,I,P]",30,"[I,P]",08,PAR,CAMELO,9427,"[9,4,2,7]",94,"[I,P]","[I,P,P,I]",27,"[P,I]",07,IMPAR,CARNEIRO,6341,"[6,3,4,1]",63,"[P,I]","[P,I,P,I]",41,"[P,I]",11,IMPAR,CAVALO,6242,"[6,2,4,2]",62,"[P,P]","[P,P,P,P]",42,"[P,P]",11,IMPAR,CAVALO,7115,"[7,1,1,5]",71,"[I,I]","[I,I,I,I]",15,"[I,I]",04,PAR,BORBOLETA
2751,1991-11-16,sábado,381,"[0,3,8,1]",03,"[P,I]","[P,I,P,I]",81,"[P,I]",21,IMPAR,TOURO,5409,"[5,4,0,9]",54,"[I,P]","[I,P,P,I]",09,"[P,I]",03,IMPAR,BURRO,2868,"[2,8,6,8]",28,"[P,P]","[P,P,P,P]",68,"[P,P]",17,IMPAR,MACACO,6752,"[6,7,5,2]",67,"[P,I]","[P,I,I,P]",52,"[I,P]",13,IMPAR,GALO,2099,"[2,0,9,9]",20,"[P,P]","[P,P,I,I]",99,"[I,I]",25,IMPAR,VACA
2752,1991-11-20,quarta-feira,779,"[0,7,7,9]",07,"[P,I]","[P,I,I,I]",79,"[I,I]",20,PAR,PERU,2177,"[2,1,7,7]",21,"[P,I]","[P,I,I,I]",77,"[I,I]",20,PAR,PERU,2716,"[2,7,1,6]",27,"[P,I]","[P,I,I,P]",16,"[I,P]",04,PAR,BORBOLETA,8053,"[8,0,5,3]",80,"[P,P]","[P,P,I,I]",53,"[I,I]",14,PAR,GATO,4689,"[4,6,8,9]",46,"[P,P]","[P,P,P,I]",89,"[P,I]",23,IMPAR,URSO
2753,1991-11-23,sábado,188,"[0,1,8,8]",01,"[P,I]","[P,I,P,P]",88,"[P,P]",22,PAR,TIGRE,1495,"[1,4,9,5]",14,"[I,P]","[I,P,I,I]",95,"[I,I]",24,PAR,VEADO,4593,"[4,5,9,3]",45,"[P,I]","[P,I,I,I]",93,"[I,I]",24,PAR,VEADO,715,"[0,7,1,5]",07,"[P,I]","[P,I,I,I]",15,"[I,I]",04,PAR,BORBOLETA,2855,"[2,8,5,5]",28,"[P,P]","[P,P,I,I]",55,"[I,I]",14,PAR,GATO
2754,1991-11-27,quarta-feira,2531,"[2,5,3,1]",25,"[P,I]","[P,I,I,I]",31,"[I,I]",08,PAR,CAMELO,6442,"[6,4,4,2]",64,"[P,P]","[P,P,P,P]",42,"[P,P]",11,IMPAR,CAVALO,7974,"[7,9,7,4]",79,"[I,I]","[I,I,I,P]",74,"[I,P]",19,IMPAR,PAVÃO,706,"[0,7,0,6]",07,"[P,I]","[P,I,P,P]",06,"[P,P]",02,PAR,ÁGUIA,8780,"[8,7,8,0]",87,"[P,I]","[P,I,P,P]",80,"[P,P]",20,PAR,PERU
2755,1991-11-30,sábado,2198,"[2,1,9,8]",21,"[P,I]","[P,I,I,P]",98,"[I,P]",25,IMPAR,VACA,2216,"[2,2,1,6]",22,"[P,P]","[P,P,I,P]",16,"[I,P]",04,PAR,BORBOLETA,3810,"[3,8,1,0]",38,"[I,P]","[I,P,I,P]",10,"[I,P]",03,IMPAR,BURRO,9192,"[9,1,9,2]",91,"[I,I]","[I,I,I,P]",92,"[I,P]",23,IMPAR,URSO,587,"[0,5,8,7]",05,"[P,I]","[P,I,P,I]",87,"[P,I]",22,PAR,TIGRE
2756,1991-12-04,quarta-feira,9146,"[9,1,4,6]",91,"[I,I]","[I,I,P,P]",46,"[P,P]",12,PAR,ELEFANTE,5018,"[5,0,1,8]",50,"[I,P]","[I,P,I,P]",18,"[I,P]",05,IMPAR,CACHORRO,5511,"[5,5,1,1]",55,"[I,I]","[I,I,I,I]",11,"[I,I]",03,IMPAR,BURRO,2715,"[2,7,1,5]",27,"[P,I]","[P,I,I,I]",15,"[I,I]",04,PAR,BORBOLETA,8240,"[8,2,4,0]",82,"[P,P]","[P,P,P,P]",40,"[P,P]",10,PAR,COELHO
2757,1991-12-07,sábado,3132,"[3,1,3,2]",31,"[I,I]","[I,I,I,P]",32,"[I,P]",08,PAR,CAMELO,9666,"[9,6,6,6]",96,"[I,P]","[I,P,P,P]",66,"[P,P]",17,IMPAR,MACACO,3791,"[3,7,9,1]",37,"[I,I]","[I,I,I,I]",91,"[I,I]",23,IMPAR,URSO,8444,"[8,4,4,4]",84,"[P,P]","[P,P,P,P]",44,"[P,P]",11,IMPAR,CAVALO,3252,"[3,2,5,2]",32,"[I,P]","[I,P,I,P]",52,"[I,P]",13,IMPAR,GALO
2758,1991-12-11,quarta-feira,4387,"[4,3,8,7]",43,"[P,I]","[P,I,P,I]",87,"[P,I]",22,PAR,TIGRE,4937,"[4,9,3,7]",49,"[P,I]","[P,I,I,I]",37,"[I,I]",10,PAR,COELHO,8700,"[8,7,0,0]",87,"[P,I]","[P,I,P,P]",00,"[P,P]",00,PAR,VACA,9097,"[9,0,9,7]",90,"[I,P]","[I,P,I,I]",97,"[I,I]",25,IMPAR,VACA,4918,"[4,9,1,8]",49,"[P,I]","[P,I,I,P]",18,"[I,P]",05,IMPAR,CACHORRO
2759,1991-12-14,sábado,7958,"[7,9,5,8]",79,"[I,I]","[I,I,I,P]",58,"[I,P]",15,IMPAR,JACARÉ,7552,"[7,5,5,2]",75,"[I,I]","[I,I,I,P]",52,"[I,P]",13,IMPAR,GALO,4313,"[4,3,1,3]",43,"[P,I]","[P,I,I,I]",13,"[I,I]",04,PAR,BORBOLETA,5782,"[5,7,8,2]",57,"[I,I]","[I,I,P,P]",82,"[P,P]",21,IMPAR,TOURO,3676,"[3,6,7,6]",36,"[I,P]","[I,P,I,P]",76,"[I,P]",19,IMPAR,PAVÃO
2760,1991-12-21,sábado,5543,"[5,5,4,3]",55,"[I,I]","[I,I,P,I]",43,"[P,I]",11,IMPAR,CAVALO,7148,"[7,1,4,8]",71,"[I,I]","[I,I,P,P]",48,"[P,P]",12,PAR,ELEFANTE,6685,"[6,6,8,5]",66,"[P,P]","[P,P,P,I]",85,"[P,I]",22,PAR,TIGRE,3438,"[3,4,3,8]",34,"[I,P]","[I,P,I,P]",38,"[I,P]",10,PAR,COELHO,8508,"[8,5,0,8]",85,"[P,I]","[P,I,P,P]",08,"[P,P]",02,PAR,ÁGUIA
2761,1991-12-28,sábado,8561,"[8,5,6,1]",85,"[P,I]","[P,I,P,I]",61,"[P,I]",16,PAR,LEÃO,6758,"[6,7,5,8]",67,"[P,I]","[P,I,I,P]",58,"[I,P]",15,IMPAR,JACARÉ,4644,"[4,6,4,4]",46,"[P,P]","[P,P,P,P]",44,"[P,P]",11,IMPAR,CAVALO,4512,"[4,5,1,2]",45,"[P,I]","[P,I,I,P]",12,"[I,P]",03,IMPAR,BURRO,8428,"[8,4,2,8]",84,"[P,P]","[P,P,P,P]",28,"[P,P]",07,IMPAR,CARNEIRO
2762,1992-01-04,sábado,4106,"[4,1,0,6]",41,"[P,I]","[P,I,P,P]",06,"[P,P]",02,PAR,ÁGUIA,453,"[0,4,5,3]",04,"[P,P]","[P,P,I,I]",53,"[I,I]",14,PAR,GATO,9592,"[9,5,9,2]",95,"[I,I]","[I,I,I,P]",92,"[I,P]",23,IMPAR,URSO,8426,"[8,4,2,6]",84,"[P,P]","[P,P,P,P]",26,"[P,P]",07,IMPAR,CARNEIRO,3620,"[3,6,2,0]",36,"[I,P]","[I,P,P,P]",20,"[P,P]",05,IMPAR,CACHORRO
2763,1992-01-08,quarta-feira,5436,"[5,4,3,6]",54,"[I,P]","[I,P,I,P]",36,"[I,P]",09,IMPAR,COBRA,5931,"[5,9,3,1]",59,"[I,I]","[I,I,I,I]",31,"[I,I]",08,PAR,CAMELO,5546,"[5,5,4,6]",55,"[I,I]","[I,I,P,P]",46,"[P,P]",12,PAR,ELEFANTE,3930,"[3,9,3,0]",39,"[I,I]","[I,I,I,P]",30,"[I,P]",08,PAR,CAMELO,6770,"[6,7,7,0]",67,"[P,I]","[P,I,I,P]",70,"[I,P]",18,PAR,PORCO
2764,1992-01-11,sábado,4565,"[4,5,6,5]",45,"[P,I]","[P,I,P,I]",65,"[P,I]",17,IMPAR,MACACO,4084,"[4,0,8,4]",40,"[P,P]","[P,P,P,P]",84,"[P,P]",21,IMPAR,TOURO,4302,"[4,3,0,2]",43,"[P,I]","[P,I,P,P]",02,"[P,P]",01,IMPAR,AVESTRUZ,2613,"[2,6,1,3]",26,"[P,P]","[P,P,I,I]",13,"[I,I]",04,PAR,BORBOLETA,9486,"[9,4,8,6]",94,"[I,P]","[I,P,P,P]",86,"[P,P]",22,PAR,TIGRE
2765,1992-01-15,quarta-feira,8656,"[8,6,5,6]",86,"[P,P]","[P,P,I,P]",56,"[I,P]",14,PAR,GATO,243,"[0,2,4,3]",02,"[P,P]","[P,P,P,I]",43,"[P,I]",11,IMPAR,CAVALO,7650,"[7,6,5,0]",76,"[I,P]","[I,P,I,P]",50,"[I,P]",13,IMPAR,GALO,1433,"[1,4,3,3]",14,"[I,P]","[I,P,I,I]",33,"[I,I]",09,IMPAR,COBRA,7313,"[7,3,1,3]",73,"[I,I]","[I,I,I,I]",13,"[I,I]",04,PAR,BORBOLETA
2766,1992-01-18,sábado,5745,"[5,7,4,5]",57,"[I,I]","[I,I,P,I]",45,"[P,I]",12,PAR,ELEFANTE,9119,"[9,1,1,9]",91,"[I,I]","[I,I,I,I]",19,"[I,I]",05,IMPAR,CACHORRO,1580,"[1,5,8,0]",15,"[I,I]","[I,I,P,P]",80,"[P,P]",20,PAR,PERU,7988,"[7,9,8,8]",79,"[I,I]","[I,I,P,P]",88,"[P,P]",22,PAR,TIGRE,7510,"[7,5,1,0]",75,"[I,I]","[I,I,I,P]",10,"[I,P]",03,IMPAR,BURRO
2767,1992-01-22,quarta-feira,8644,"[8,6,4,4]",86,"[P,P]","[P,P,P,P]",44,"[P,P]",11,IMPAR,CAVALO,5807,"[5,8,0,7]",58,"[I,P]","[I,P,P,I]",07,"[P,I]",02,PAR,ÁGUIA,1217,"[1,2,1,7]",12,"[I,P]","[I,P,I,I]",17,"[I,I]",05,IMPAR,CACHORRO,106,"[0,1,0,6]",01,"[P,I]","[P,I,P,P]",06,"[P,P]",02,PAR,ÁGUIA,8846,"[8,8,4,6]",88,"[P,P]","[P,P,P,P]",46,"[P,P]",12,PAR,ELEFANTE
2768,1992-01-25,sábado,8375,"[8,3,7,5]",83,"[P,I]","[P,I,I,I]",75,"[I,I]",19,IMPAR,PAVÃO,3423,"[3,4,2,3]",34,"[I,P]","[I,P,P,I]",23,"[P,I]",06,PAR,CABRA,5930,"[5,9,3,0]",59,"[I,I]","[I,I,I,P]",30,"[I,P]",08,PAR,CAMELO,3600,"[3,6,0,0]",36,"[I,P]","[I,P,P,P]",00,"[P,P]",00,PAR,VACA,335,"[0,3,3,5]",03,"[P,I]","[P,I,I,I]",35,"[I,I]",09,IMPAR,COBRA
2769,1992-01-29,quarta-feira,8298,"[8,2,9,8]",82,"[P,P]","[P,P,I,P]",98,"[I,P]",25,IMPAR,VACA,1920,"[1,9,2,0]",19,"[I,I]","[I,I,P,P]",20,"[P,P]",05,IMPAR,CACHORRO,7830,"[7,8,3,0]",78,"[I,P]","[I,P,I,P]",30,"[I,P]",08,PAR,CAMELO,158,"[0,1,5,8]",01,"[P,I]","[P,I,I,P]",58,"[I,P]",15,IMPAR,JACARÉ,3238,"[3,2,3,8]",32,"[I,P]","[I,P,I,P]",38,"[I,P]",10,PAR,COELHO
2770,1992-02-01,sábado,9076,"[9,0,7,6]",90,"[I,P]","[I,P,I,P]",76,"[I,P]",19,IMPAR,PAVÃO,1465,"[1,4,6,5]",14,"[I,P]","[I,P,P,I]",65,"[P,I]",17,IMPAR,MACACO,5129,"[5,1,2,9]",51,"[I,I]","[I,I,P,I]",29,"[P,I]",08,PAR,CAMELO,7059,"[7,0,5,9]",70,"[I,P]","[I,P,I,I]",59,"[I,I]",15,IMPAR,JACARÉ,478,"[0,4,7,8]",04,"[P,P]","[P,P,I,P]",78,"[I,P]",20,PAR,PERU
2771,1992-02-05,quarta-feira,3633,"[3,6,3,3]",36,"[I,P]","[I,P,I,I]",33,"[I,I]",09,IMPAR,COBRA,4072,"[4,0,7,2]",40,"[P,P]","[P,P,I,P]",72,"[I,P]",18,PAR,PORCO,8227,"[8,2,2,7]",82,"[P,P]","[P,P,P,I]",27,"[P,I]",07,IMPAR,CARNEIRO,7832,"[7,8,3,2]",78,"[I,P]","[I,P,I,P]",32,"[I,P]",08,PAR,CAMELO,2557,"[2,5,5,7]",25,"[P,I]","[P,I,I,I]",57,"[I,I]",15,IMPAR,JACARÉ
2772,1992-02-08,sábado,1235,"[1,2,3,5]",12,"[I,P]","[I,P,I,I]",35,"[I,I]",09,IMPAR,COBRA,8831,"[8,8,3,1]",88,"[P,P]","[P,P,I,I]",31,"[I,I]",08,PAR,CAMELO,9611,"[9,6,1,1]",96,"[I,P]","[I,P,I,I]",11,"[I,I]",03,IMPAR,BURRO,6347,"[6,3,4,7]",63,"[P,I]","[P,I,P,I]",47,"[P,I]",12,PAR,ELEFANTE,696,"[0,6,9,6]",06,"[P,P]","[P,P,I,P]",96,"[I,P]",24,PAR,VEADO
2773,1992-02-12,quarta-feira,5546,"[5,5,4,6]",55,"[I,I]","[I,I,P,P]",46,"[P,P]",12,PAR,ELEFANTE,1633,"[1,6,3,3]",16,"[I,P]","[I,P,I,I]",33,"[I,I]",09,IMPAR,COBRA,5073,"[5,0,7,3]",50,"[I,P]","[I,P,I,I]",73,"[I,I]",19,IMPAR,PAVÃO,3954,"[3,9,5,4]",39,"[I,I]","[I,I,I,P]",54,"[I,P]",14,PAR,GATO,6484,"[6,4,8,4]",64,"[P,P]","[P,P,P,P]",84,"[P,P]",21,IMPAR,TOURO
2774,1992-02-15,sábado,2304,"[2,3,0,4]",23,"[P,I]","[P,I,P,P]",04,"[P,P]",01,IMPAR,AVESTRUZ,8751,"[8,7,5,1]",87,"[P,I]","[P,I,I,I]",51,"[I,I]",13,IMPAR,GALO,8796,"[8,7,9,6]",87,"[P,I]","[P,I,I,P]",96,"[I,P]",24,PAR,VEADO,3345,"[3,3,4,5]",33,"[I,I]","[I,I,P,I]",45,"[P,I]",12,PAR,ELEFANTE,9469,"[9,4,6,9]",94,"[I,P]","[I,P,P,I]",69,"[P,I]",18,PAR,PORCO
2775,1992-02-19,quarta-feira,2090,"[2,0,9,0]",20,"[P,P]","[P,P,I,P]",90,"[I,P]",23,IMPAR,URSO,1332,"[1,3,3,2]",13,"[I,I]","[I,I,I,P]",32,"[I,P]",08,PAR,CAMELO,8692,"[8,6,9,2]",86,"[P,P]","[P,P,I,P]",92,"[I,P]",23,IMPAR,URSO,5551,"[5,5,5,1]",55,"[I,I]","[I,I,I,I]",51,"[I,I]",13,IMPAR,GALO,6956,"[6,9,5,6]",69,"[P,I]","[P,I,I,P]",56,"[I,P]",14,PAR,GATO
2776,1992-02-22,sábado,3787,"[3,7,8,7]",37,"[I,I]","[I,I,P,I]",87,"[P,I]",22,PAR,TIGRE,4128,"[4,1,2,8]",41,"[P,I]","[P,I,P,P]",28,"[P,P]",07,IMPAR,CARNEIRO,8529,"[8,5,2,9]",85,"[P,I]","[P,I,P,I]",29,"[P,I]",08,PAR,CAMELO,3122,"[3,1,2,2]",31,"[I,I]","[I,I,P,P]",22,"[P,P]",06,PAR,CABRA,8709,"[8,7,0,9]",87,"[P,I]","[P,I,P,I]",09,"[P,I]",03,IMPAR,BURRO
2777,1992-02-26,quarta-feira,9335,"[9,3,3,5]",93,"[I,I]","[I,I,I,I]",35,"[I,I]",09,IMPAR,COBRA,9916,"[9,9,1,6]",99,"[I,I]","[I,I,I,P]",16,"[I,P]",04,PAR,BORBOLETA,8383,"[8,3,8,3]",83,"[P,I]","[P,I,P,I]",83,"[P,I]",21,IMPAR,TOURO,1534,"[1,5,3,4]",15,"[I,I]","[I,I,I,P]",34,"[I,P]",09,IMPAR,COBRA,2106,"[2,1,0,6]",21,"[P,I]","[P,I,P,P]",06,"[P,P]",02,PAR,ÁGUIA
2778,1992-02-29,sábado,2131,"[2,1,3,1]",21,"[P,I]","[P,I,I,I]",31,"[I,I]",08,PAR,CAMELO,3251,"[3,2,5,1]",32,"[I,P]","[I,P,I,I]",51,"[I,I]",13,IMPAR,GALO,2869,"[2,8,6,9]",28,"[P,P]","[P,P,P,I]",69,"[P,I]",18,PAR,PORCO,8185,"[8,1,8,5]",81,"[P,I]","[P,I,P,I]",85,"[P,I]",22,PAR,TIGRE,3547,"[3,5,4,7]",35,"[I,I]","[I,I,P,I]",47,"[P,I]",12,PAR,ELEFANTE
2779,1992-03-07,sábado,2789,"[2,7,8,9]",27,"[P,I]","[P,I,P,I]",89,"[P,I]",23,IMPAR,URSO,7115,"[7,1,1,5]",71,"[I,I]","[I,I,I,I]",15,"[I,I]",04,PAR,BORBOLETA,474,"[0,4,7,4]",04,"[P,P]","[P,P,I,P]",74,"[I,P]",19,IMPAR,PAVÃO,2069,"[2,0,6,9]",20,"[P,P]","[P,P,P,I]",69,"[P,I]",18,PAR,PORCO,8893,"[8,8,9,3]",88,"[P,P]","[P,P,I,I]",93,"[I,I]",24,PAR,VEADO
2780,1992-03-11,quarta-feira,557,"[0,5,5,7]",05,"[P,I]","[P,I,I,I]",57,"[I,I]",15,IMPAR,JACARÉ,3411,"[3,4,1,1]",34,"[I,P]","[I,P,I,I]",11,"[I,I]",03,IMPAR,BURRO,1577,"[1,5,7,7]",15,"[I,I]","[I,I,I,I]",77,"[I,I]",20,PAR,PERU,2488,"[2,4,8,8]",24,"[P,P]","[P,P,P,P]",88,"[P,P]",22,PAR,TIGRE,1079,"[1,0,7,9]",10,"[I,P]","[I,P,I,I]",79,"[I,I]",20,PAR,PERU
2781,1992-03-14,sábado,3405,"[3,4,0,5]",34,"[I,P]","[I,P,P,I]",05,"[P,I]",02,PAR,ÁGUIA,721,"[0,7,2,1]",07,"[P,I]","[P,I,P,I]",21,"[P,I]",06,PAR,CABRA,8909,"[8,9,0,9]",89,"[P,I]","[P,I,P,I]",09,"[P,I]",03,IMPAR,BURRO,5999,"[5,9,9,9]",59,"[I,I]","[I,I,I,I]",99,"[I,I]",25,IMPAR,VACA,2172,"[2,1,7,2]",21,"[P,I]","[P,I,I,P]",72,"[I,P]",18,PAR,PORCO
2782,1992-03-18,quarta-feira,210,"[0,2,1,0]",02,"[P,P]","[P,P,I,P]",10,"[I,P]",03,IMPAR,BURRO,558,"[0,5,5,8]",05,"[P,I]","[P,I,I,P]",58,"[I,P]",15,IMPAR,JACARÉ,2533,"[2,5,3,3]",25,"[P,I]","[P,I,I,I]",33,"[I,I]",09,IMPAR,COBRA,2605,"[2,6,0,5]",26,"[P,P]","[P,P,P,I]",05,"[P,I]",02,PAR,ÁGUIA,3028,"[3,0,2,8]",30,"[I,P]","[I,P,P,P]",28,"[P,P]",07,IMPAR,CARNEIRO
2783,1992-03-21,sábado,1201,"[1,2,0,1]",12,"[I,P]","[I,P,P,I]",01,"[P,I]",01,IMPAR,AVESTRUZ,4784,"[4,7,8,4]",47,"[P,I]","[P,I,P,P]",84,"[P,P]",21,IMPAR,TOURO,4015,"[4,0,1,5]",40,"[P,P]","[P,P,I,I]",15,"[I,I]",04,PAR,BORBOLETA,9316,"[9,3,1,6]",93,"[I,I]","[I,I,I,P]",16,"[I,P]",04,PAR,BORBOLETA,9305,"[9,3,0,5]",93,"[I,I]","[I,I,P,I]",05,"[P,I]",02,PAR,ÁGUIA
2784,1992-03-25,quarta-feira,6138,"[6,1,3,8]",61,"[P,I]","[P,I,I,P]",38,"[I,P]",10,PAR,COELHO,7575,"[7,5,7,5]",75,"[I,I]","[I,I,I,I]",75,"[I,I]",19,IMPAR,PAVÃO,9728,"[9,7,2,8]",97,"[I,I]","[I,I,P,P]",28,"[P,P]",07,IMPAR,CARNEIRO,7476,"[7,4,7,6]",74,"[I,P]","[I,P,I,P]",76,"[I,P]",19,IMPAR,PAVÃO,9259,"[9,2,5,9]",92,"[I,P]","[I,P,I,I]",59,"[I,I]",15,IMPAR,JACARÉ
2785,1992-03-28,sábado,1906,"[1,9,0,6]",19,"[I,I]","[I,I,P,P]",06,"[P,P]",02,PAR,ÁGUIA,9229,"[9,2,2,9]",92,"[I,P]","[I,P,P,I]",29,"[P,I]",08,PAR,CAMELO,4829,"[4,8,2,9]",48,"[P,P]","[P,P,P,I]",29,"[P,I]",08,PAR,CAMELO,222,"[0,2,2,2]",02,"[P,P]","[P,P,P,P]",22,"[P,P]",06,PAR,CABRA,3442,"[3,4,4,2]",34,"[I,P]","[I,P,P,P]",42,"[P,P]",11,IMPAR,CAVALO
2786,1992-04-01,quarta-feira,8731,"[8,7,3,1]",87,"[P,I]","[P,I,I,I]",31,"[I,I]",08,PAR,CAMELO,9849,"[9,8,4,9]",98,"[I,P]","[I,P,P,I]",49,"[P,I]",13,IMPAR,GALO,5580,"[5,5,8,0]",55,"[I,I]","[I,I,P,P]",80,"[P,P]",20,PAR,PERU,5737,"[5,7,3,7]",57,"[I,I]","[I,I,I,I]",37,"[I,I]",10,PAR,COELHO,6991,"[6,9,9,1]",69,"[P,I]","[P,I,I,I]",91,"[I,I]",23,IMPAR,URSO
